City,Colors Reported,Shape Reported,State,Time
Dedham,,,MA,2000-03-07 02:45:00
Las Vegas,,OVAL,NV,2000-03-07 15:30:00
Cottage Grove,,RECTANGLE,WA,2000-03-07 17:00:00
Meridian,,OTHER,ID,2000-03-07 17:00:00
Boston,,LIGHT,NY,2000-03-07 19:00:00
Anderson,,LIGHT,CA,2000-03-07 21:45:00
Colebrook,,VARIOUS,NH,2000-03-07 22:30:00
Colorado Springs,,LIGHT,CO,2000-04-07 02:30:00
Columbus,,LIGHT,GA,2000-04-07 03:00:00
Loves Park,,CIGAR,IL,2000-04-07 17:30:00
Potsdam,,TRIANGLE,NY,2000-04-07 18:00:00
St. Louis,,FIREBALL,MO,2000-04-07 20:40:00
Pacific City,,LIGHT,OR,2000-04-07 21:00:00
Urbandale,,LIGHT,IA,2000-04-07 21:00:00
Windsor Heights,RED,LIGHT,IA,2000-04-07 21:00:00
Des Moines,,LIGHT,IA,2000-04-07 21:30:00
Conyers,RED,LIGHT,GA,2000-04-07 21:45:00
Tacoma,RED,LIGHT,WA,2000-04-07 21:50:00
Des Moines,,LIGHT,IA,2000-04-07 22:00:00
Tacoma,RED,CIRCLE,WA,2000-04-07 22:00:00
West Des Moines,,CIRCLE,IA,2000-04-07 22:00:00
Puyallup,,CIRCLE,WA,2000-04-07 22:15:00
Riverview,ORANGE,CIRCLE,FL,2000-04-07 22:15:00
Tacoma,RED,LIGHT,WA,2000-04-07 22:25:00
Houston,RED,FIREBALL,TX,2000-04-07 22:30:00
Tacoma,RED,LIGHT,WA,2000-04-07 22:30:00
Tacoma,RED ORANGE,OTHER,WA,2000-04-07 22:30:00
Oakland,,TRIANGLE,MD,2000-04-07 23:00:00
Toledo,,TRIANGLE,OH,2000-04-07 23:00:00
Interlochen,,LIGHT,MI,2000-04-07 23:15:00
Graham,RED BLUE,CIGAR,WA,2000-04-07 23:30:00
Roslyn,,LIGHT,WA,2000-04-07 23:30:00
Seattle,GREEN,LIGHT,WA,2000-05-07 05:47:00
Wildwood Coast,,CYLINDER,NJ,2000-05-07 16:00:00
Schnecksville,,OVAL,PA,2000-05-07 19:30:00
San Diego,,CIGAR,CA,2000-05-07 20:20:00
Kingman,,OTHER,AZ,2000-05-07 21:00:00
Corvallis,,OTHER,OR,2000-05-07 22:15:00
Lincon City,,CROSS,OR,2000-06-07 00:30:00
Easton,,SPHERE,PA,2000-06-07 01:00:00
Rockford,ORANGE,VARIOUS,IL,2000-06-07 20:15:00
Marinette,GREEN,CYLINDER,WI,2000-06-07 20:30:00
Thornton,,CYLINDER,CO,2000-06-07 20:30:00
Thornton,YELLOW,CYLINDER,CO,2000-06-07 20:30:00
South Ontario,,CYLINDER,CA,2000-06-07 20:45:00
Columbia,,TRIANGLE,MO,2000-06-07 21:30:00
Barstow,,CIGAR,CA,2000-06-07 22:00:00
Salt Lake City,,OTHER,UT,2000-06-07 23:14:00
Babylon,,FORMATION,NY,2000-06-07 23:20:00
Highland Park,,FIREBALL,IL,2000-07-07 01:00:00
Frederick,,SPHERE,MD,2000-07-07 01:45:00
Cleveland,ORANGE,,OH,2000-07-07 04:15:00
Cadillac,,OVAL,MI,2000-07-07 12:05:00
Santa Clara,,LIGHT,CA,2000-07-07 20:30:00
Citrus Heights,BLUE,OTHER,CA,2000-07-07 21:00:00
Los Angeles,,LIGHT,CA,2000-07-07 21:00:00
San Diego,GREEN,LIGHT,CA,2000-07-07 21:00:00
Woodland,,CONE,CA,2000-07-07 21:10:00
Los Angeles,BLUE,LIGHT,CA,2000-07-07 21:15:00
Sunnyvale,BLUE,CIRCLE,CA,2000-07-07 21:20:00
Sunnyvale,BLUE,CIRCLE,CA,2000-07-07 21:20:00
Visalia,BLUE,LIGHT,CA,2000-07-07 21:20:00
Red Rock Canyon,,OVAL,NV,2000-07-07 21:21:00
Red Bluff,,FIREBALL,CA,2000-07-07 21:22:00
West Covina,BLUE,LIGHT,CA,2000-07-07 21:25:00
Covina,BLUE,OVAL,CA,2000-07-07 21:30:00
Kingman,,LIGHT,AZ,2000-07-07 21:30:00
Las Vegas,GREEN,LIGHT,NV,2000-07-07 21:30:00
Los Angeles,,SPHERE,CA,2000-07-07 21:30:00
Pacific Palisades,GREEN BLUE,OTHER,CA,2000-07-07 21:30:00
Sacramento,,FIREBALL,CA,2000-07-07 21:30:00
Santa Rosa,BLUE,LIGHT,CA,2000-07-07 21:30:00
Tacna,,LIGHT,AZ,2000-07-07 21:30:00
Thermal,BLUE,LIGHT,CA,2000-07-07 21:30:00
Tonapah,,,NV,2000-07-07 21:30:00
Riveside,,LIGHT,CA,2000-07-07 21:35:00
Sacramento,,RECTANGLE,CA,2000-07-07 21:35:00
Kingston Springs,RED,FIREBALL,TN,2000-07-07 22:00:00
Winnemucca,GREEN,LIGHT,NV,2000-07-07 22:10:00
St. George,,LIGHT,UT,2000-07-07 22:30:00
North San Francisco,,DISK,CA,2000-08-07 15:22:00
Ceres,,,CA,2000-08-07 20:00:00
Poway,BLUE,,CA,2000-08-07 20:30:00
Stanwood - I-5 corridor,RED,FIREBALL,WA,2000-08-07 21:50:00
Santa Rosa,GREEN,LIGHT,CA,2000-08-07 22:00:00
Salem,RED,,OR,2000-08-07 22:50:00
Steubenville,,TRIANGLE,OH,2000-08-07 23:00:00
Paint Lick,,,KY,2000-08-07 23:25:00
Klamath National Wildlife Refuge,BLUE,CYLINDER,OR,2000-09-07 07:45:00
Torrington,,LIGHT,CT,2000-09-07 08:30:00
Franklin Square,,,NY,2000-09-07 09:15:00
Palmer,,,MA,2000-09-07 12:00:00
Salt Lake City,,OVAL,UT,2000-09-07 18:00:00
Satellite Beach,,OTHER,FL,2000-09-07 20:30:00
Milwaukie,,LIGHT,OR,2000-10-07 01:40:00
Evanston,,OTHER,IL,2000-10-07 03:00:00
Commerce City,,LIGHT,CO,2000-10-07 12:15:00
Virginia Beach,,,VA,2000-10-07 13:00:00
Big Pine,,OTHER,CA,2000-10-07 17:00:00
Tomah,,CIGAR,WI,2000-10-07 19:00:00
Downers Grove,,SPHERE,IL,2000-10-07 20:00:00
Redland,,CIRCLE,OR,2000-10-07 20:30:00
St. George Island,ORANGE,TRIANGLE,FL,2000-10-07 23:15:00
Flagstaff,,OTHER,AZ,2000-10-07 23:30:00
Salem,,,OR,2000-11-07 00:30:00
Shohola Falls,,LIGHT,PA,2000-11-07 02:30:00
Bridgewater,,VARIOUS,CT,2000-11-07 03:30:00
Torrington,,SPHERE,CT,2000-11-07 09:00:00
Nashville,,SPHERE,TN,2000-12-07 00:00:00
Franklin,,DISK,PA,2000-12-07 01:56:00
Rim Rock,,CIRCLE,AZ,2000-12-07 09:57:00
Portland,,CYLINDER,OR,2000-12-07 18:30:00
Spring Glen,,DISK,NY,2000-12-07 19:50:00
Gilbert,RED,,AZ,2000-12-07 20:00:00
Gilbert,RED,LIGHT,AZ,2000-12-07 20:00:00
Scottsdale,,FIREBALL,AZ,2000-12-07 20:00:00
Gilbert,,CIRCLE,AZ,2000-12-07 20:10:00
Gilbert,,DIAMOND,AZ,2000-12-07 20:10:00
Gilbert,RED,DIAMOND,AZ,2000-12-07 20:10:00
Gilbert,,FIREBALL,AZ,2000-12-07 20:10:00
Chandler,RED,CIRCLE,AZ,2000-12-07 20:19:00
Glendale,RED,LIGHT,AZ,2000-12-07 20:30:00
Gilbert,,LIGHT,AZ,2000-12-07 20:35:00
Falfurias,RED,LIGHT,TX,2000-12-07 22:00:00
Casa,GREEN,CIGAR,AR,2000-12-07 23:00:00
Route 280  Exit 1,,EGG,NJ,2000-12-07 23:00:00
Sherman,,LIGHT,NY,2000-12-07 23:30:00
Gilbert,RED,CIRCLE,AZ,2000-07-13 19:25:00
Gilbert,,DIAMOND,AZ,2000-07-13 19:54:00
Gilbert,,CIRCLE,AZ,2000-07-13 20:00:00
Gilbert,RED,LIGHT,AZ,2000-07-13 20:00:00
Glendale,RED,FIREBALL,AZ,2000-07-13 20:00:00
Gilbert,RED,CIRCLE,AZ,2000-07-13 20:10:00
Addison,,CIRCLE,NY,2000-07-13 21:30:00
Monterey Park,,CIGAR,CA,2000-07-13 22:00:00
Onalaska,,FIREBALL,WI,2000-07-13 22:23:00
Norristown,,LIGHT,PA,2000-07-13 23:15:00
Summit,,DISK,NJ,2000-07-13 23:40:00
Portland,BLUE,FLASH,OR,2000-07-14 02:00:00
Pasquag,,CIRCLE,RI,2000-07-14 02:30:00
Fresno,,,CA,2000-07-14 03:00:00
Greensburg,,OTHER,PA,2000-07-14 03:00:00
Troy,,DISK,NY,2000-07-14 03:00:00
Oklahoma City,,CIGAR,OK,2000-07-14 17:40:00
Memphis,,TRIANGLE,TN,2000-07-14 18:00:00
Ragly,,,LA,2000-07-14 21:00:00
Quincy,,EGG,CA,2000-07-14 22:20:00
Tooele,,,UT,2000-07-14 22:30:00
Little Rock,,LIGHT,AR,2000-07-14 23:00:00
Olympia,,LIGHT,WA,2000-07-14 23:00:00
Sikeston,,CHEVRON,MO,2000-07-14 23:30:00
Thibodaux,ORANGE,FIREBALL,LA,2000-07-14 23:30:00
Palos Hills,,,IL,2000-07-15 00:30:00
Miami,,CIGAR,FL,2000-07-15 01:00:00
Cheshire,ORANGE,OVAL,OH,2000-07-15 01:15:00
Vancouver,,CIRCLE,WA,2000-07-15 07:00:00
Billerica,,DISK,MA,2000-07-15 09:00:00
Aurora,,SPHERE,OR,2000-07-15 16:00:00
Orange,,CIRCLE,CA,2000-07-15 17:15:00
Los Angeles,,TRIANGLE,CA,2000-07-15 18:00:00
Enochville,,CYLINDER,NC,2000-07-15 18:50:00
Gilbert,RED,LIGHT,AZ,2000-07-15 19:30:00
Geneva,,SPHERE,IL,2000-07-15 20:00:00
Naperville,,DISK,IL,2000-07-15 20:25:00
Madison,,CIGAR,OH,2000-07-15 20:50:00
New City,,TRIANGLE,NY,2000-07-15 21:30:00
Wichita,,OTHER,KS,2000-07-15 21:30:00
Aloha,,LIGHT,OR,2000-07-15 22:00:00
Clio,,CIRCLE,MI,2000-07-15 22:00:00
Houston,,OTHER,TX,2000-07-15 22:00:00
Loves Park,,TRIANGLE,IL,2000-07-15 22:00:00
Apopka,,SPHERE,FL,2000-07-15 22:30:00
Manistee Forest,,,MI,2000-07-15 22:30:00
Luna Pier,,OVAL,MI,2000-07-15 23:00:00
Bakersfield,,TRIANGLE,CA,2000-07-15 23:50:00
Portland,ORANGE GREEN,LIGHT,OR,2000-07-16 00:34:00
Portland,,LIGHT,OR,2000-07-16 01:00:00
New Braunfels,,CIRCLE,TX,2000-07-16 02:30:00
Mananita,GREEN,SPHERE,CA,2000-07-16 04:30:00
Issaquah,,VARIOUS,WA,2000-07-16 09:00:00
Auburn,,DISK,WA,2000-07-16 18:05:00
Wenatchee,,,WA,2000-07-16 20:00:00
Ridgecrest,,LIGHT,CA,2000-07-16 21:58:00
Wenatchee,,,WA,2000-07-16 22:00:00
Rockford,,OVAL,IN,2000-07-16 22:50:00
Silverdale,,FIREBALL,WA,2000-07-17 20:50:00
Lake City,,LIGHT,CA,2000-07-17 22:30:00
Cedar Rapids,,TRIANGLE,IA,2000-07-17 22:40:00
Woodinville,RED,DISK,WA,2000-07-17 23:52:00
Elk City,,CIGAR,OK,2000-07-18 09:20:00
Elk City,,DISK,OK,2000-07-18 09:20:00
Huntsville,,CIRCLE,AL,2000-07-18 11:35:00
Marysville,,DISK,CA,2000-07-18 18:30:00
Twin Falls,,SPHERE,ID,2000-07-18 23:10:00
El Paso,,SPHERE,TX,2000-07-19 13:00:00
Cleveland,,CIRCLE,OH,2000-07-19 17:00:00
Venice,,CIGAR,CA,2000-07-19 19:00:00
Dana,BLUE,CIRCLE,IL,2000-07-19 21:38:00
Fort Hood,,LIGHT,TX,2000-07-19 22:35:00
Boise,,CIRCLE,ID,2000-07-19 23:30:00
Franklin,,DISK,PA,2000-07-20 01:26:00
Marshfield,,LIGHT,VT,2000-07-20 01:30:00
South Padre Island,,OVAL,TX,2000-07-20 21:00:00
Deming,,,NM,2000-07-20 21:30:00
Wallingford,,LIGHT,CT,2000-07-20 21:30:00
Darien,,LIGHT,IL,2000-07-20 22:00:00
Highlands Ranch,RED,LIGHT,CO,2000-07-20 22:00:00
Watertown,YELLOW,TRIANGLE,CT,2000-07-20 22:55:00
Trumansburg,,LIGHT,NY,2000-07-20 23:00:00
Ocean Parkway,RED,CHEVRON,NY,2000-07-20 23:30:00
Nothridge,,OTHER,CA,2000-07-21 12:10:00
Chula Vista,,OTHER,CA,2000-07-21 18:00:00
na,,TRIANGLE,NC,2000-07-21 18:15:00
North Judson,,LIGHT,IN,2000-07-21 21:57:00
Corona,,LIGHT,CA,2000-07-21 22:00:00
Riggins,,FIREBALL,ID,2000-07-21 22:10:00
Ogallala,,OTHER,NE,2000-07-22 01:30:00
Petrified Forest National Park,,OTHER,AZ,2000-07-22 12:00:00
Pittsburgh,,LIGHT,PA,2000-07-22 18:30:00
Westminster,,OTHER,CO,2000-07-22 19:15:00
Lavon,,FIREBALL,TX,2000-07-22 21:50:00
La Crosse,,LIGHT,WI,2000-07-22 22:45:00
Valley Stream,,EGG,NY,2000-07-23 15:00:00
Everett,,,WA,2000-07-23 16:05:00
New York City,,OTHER,NY,2000-07-23 18:00:00
Vallejo,,CIGAR,CA,2000-07-23 18:02:00
West Seneca,,LIGHT,NY,2000-07-23 18:30:00
LeGrange,,,WI,2000-07-23 21:50:00
Columbus,,LIGHT,OH,2000-07-23 23:30:00
New York City,,,NY,2000-07-24 00:00:00
Milwaukee,RED,FORMATION,WI,2000-07-24 10:00:00
Antioch,,DISK,CA,2000-07-24 11:50:00
Overcup,,TRIANGLE,AR,2000-07-24 21:30:00
Fire Island,ORANGE,CIRCLE,NY,2000-07-24 23:00:00
Vancouver,,LIGHT,WA,2000-07-24 23:30:00
Chandler,RED,LIGHT,AZ,2000-07-25 20:15:00
Gilbert,RED,CIRCLE,AZ,2000-07-25 20:15:00
Gilbert,,LIGHT,AZ,2000-07-25 20:15:00
Gilbert,RED,LIGHT,AZ,2000-07-25 20:40:00
Gilbert,RED,,AZ,2000-07-25 20:50:00
Holbrook,,TRIANGLE,AZ,2000-07-25 21:00:00
Glendale,RED,CIRCLE,CA,2000-07-25 21:20:00
Las Vegas,,LIGHT,NV,2000-07-25 21:30:00
San Diego,RED,FIREBALL,CA,2000-07-25 21:30:00
San Diego,RED,,CA,2000-07-25 21:45:00
Klamath Falls,,LIGHT,OR,2000-07-25 21:57:00
San Diego,RED,LIGHT,CA,2000-07-25 22:00:00
Sturgeon Bay,,LIGHT,WI,2000-07-25 22:23:00
Sturgeon Bay,,OTHER,WI,2000-07-25 22:23:00
Waterford,,SPHERE,MI,2000-07-25 23:37:00
Smithville,,,TX,2000-07-26 23:10:00
Fulshear,,FIREBALL,TX,2000-07-26 23:15:00
Brenham,RED BLUE,LIGHT,TX,2000-07-26 23:20:00
Iola,,,TX,2000-07-26 23:30:00
Portland,RED ORANGE,LIGHT,OR,2000-07-27 03:35:00
Gilbert,RED,CIRCLE,AZ,2000-07-27 20:12:00
Chandler,,OVAL,AZ,2000-07-27 20:13:00
Gilbert,RED,LIGHT,AZ,2000-07-27 20:15:00
Bouse,,LIGHT,AZ,2000-07-27 21:37:00
Bouse,,LIGHT,AZ,2000-07-27 21:58:00
Bouse,,LIGHT,AZ,2000-07-27 21:58:00
Redmond,,LIGHT,WA,2000-07-27 22:05:00
Sandy,,TRIANGLE,UT,2000-07-27 22:48:00
Tonopah,,EGG,AZ,2000-07-28 01:50:00
Two Guns,BLUE,FIREBALL,AZ,2000-07-28 03:15:00
Tyler,,SPHERE,TX,2000-07-28 05:30:00
Woodinville,,CHEVRON,WA,2000-07-28 22:30:00
Rochester,GREEN,OTHER,NY,2000-07-29 00:00:00
Amite,,LIGHT,LA,2000-07-29 22:00:00
Bonham,,LIGHT,TX,2000-07-29 23:00:00
Nags Head,,FORMATION,NC,2000-07-29 23:15:00
Bellingham,,VARIOUS,WA,2000-07-29 23:30:00
Nags Head,,LIGHT,NC,2000-07-30 01:30:00
Ithaca,,TEARDROP,NY,2000-07-30 20:20:00
Bellingham,,LIGHT,WA,2000-07-30 21:25:00
Columbus,,LIGHT,OH,2000-07-30 22:00:00
Chandler,GREEN,CIGAR,AZ,2000-07-30 22:40:00
Deer Lake,GREEN,,WA,2000-07-30 22:45:00
Ashland,,DISK,OR,2000-07-30 23:38:00
Fortuna,,FIREBALL,CA,2000-07-31 03:20:00
Kirkland,,,WA,2000-07-31 09:20:00
Portland,,FIREBALL,OR,2000-07-31 09:23:00
Snohomish,,FIREBALL,WA,2000-07-31 09:35:00
Kent,BLUE,OTHER,WA,2000-07-31 12:05:00
Hopewell,,FIREBALL,VA,2000-07-31 21:00:00
Hopewell,,FIREBALL,VA,2000-07-31 22:00:00
Crescent Bar,,FIREBALL,WA,2000-07-31 23:00:00
Flinn Springs,,TRIANGLE,CA,2000-07-31 23:06:00
Hingham,,TRIANGLE,MA,2000-01-08 02:00:00
River Falls,,LIGHT,WI,2000-01-08 02:00:00
Seattle,,LIGHT,WA,2000-01-08 02:17:00
Bellevue,,TRIANGLE,WA,2000-01-08 07:30:00
Federal Way,,DISK,WA,2000-01-08 12:00:00
Roslindale,,VARIOUS,MA,2000-01-08 12:00:00
Turkey,,CIRCLE,TX,2000-01-08 13:00:00
Los Angeles,,TRIANGLE,CA,2000-01-08 18:00:00
Argos,,LIGHT,IN,2000-01-08 21:00:00
Springfield,,OVAL,MO,2000-01-08 21:25:00
Auburn,,LIGHT,WA,2000-01-08 22:00:00
Erie,,RECTANGLE,PA,2000-01-08 22:55:00
Campo,,VARIOUS,CA,2000-01-08 23:00:00
Key Peninsula,RED,LIGHT,WA,2000-02-08 21:30:00
Long Beach,,LIGHT,NC,2000-02-08 21:30:00
Kirkland,,DISK,WA,2000-03-08 11:15:00
Vancouver,,DISK,WA,2000-03-08 12:25:00
Georgia,,DISK,GA,2000-03-08 14:30:00
Libby,BLUE,DISK,MT,2000-03-08 19:20:00
Chandler,RED,CIRCLE,AZ,2000-03-08 21:00:00
Surprise,RED,LIGHT,AZ,2000-03-08 21:00:00
Chatsworth,,,CA,2000-03-08 22:00:00
Pierceton,,OTHER,IN,2000-03-08 22:00:00
Valley City,GREEN,FLASH,OH,2000-03-08 22:27:00
Bridgeport,GREEN,CIRCLE,MI,2000-03-08 22:30:00
Las Vegas,,FIREBALL,NV,2000-03-08 22:30:00
Marathon Key,,SPHERE,FL,2000-03-08 23:00:00
Red Bluff,,CYLINDER,CA,2000-03-08 23:30:00
Springbrook,RED,LIGHT,WI,2000-04-08 03:00:00
Diamond Bar,ORANGE,CIRCLE,CA,2000-04-08 09:15:00
Santa Monica,,TRIANGLE,CA,2000-04-08 09:30:00
Renton,,FORMATION,WA,2000-04-08 11:45:00
Gilbert,RED,,AZ,2000-04-08 19:52:00
Chandler,RED,OVAL,AZ,2000-04-08 20:00:00
Gilbert,RED,LIGHT,AZ,2000-04-08 20:00:00
Gilbert,RED,LIGHT,AZ,2000-04-08 20:10:00
Gilbert,RED,SPHERE,AZ,2000-04-08 20:20:00
Indianapolis,,FLASH,IN,2000-04-08 20:30:00
Tupper Lake,,CIGAR,NY,2000-04-08 22:00:00
Shoreline,,LIGHT,WA,2000-04-08 22:04:00
Tacoma,,LIGHT,WA,2000-04-08 23:00:00
Trout Lake,,FORMATION,WA,2000-04-08 23:51:00
Bothell,,OTHER,WA,2000-05-08 01:30:00
White Sands,,CIRCLE,NM,2000-05-08 07:30:00
Wayne,,SPHERE,NJ,2000-05-08 17:00:00
Phoenix,,CIRCLE,AZ,2000-05-08 20:35:00
On the Mass Pike: Rt. 90,,FORMATION,MA,2000-05-08 21:30:00
Lake Havasu City,ORANGE,CONE,AZ,2000-05-08 21:43:00
Bellingham,,TRIANGLE,WA,2000-05-08 22:00:00
Fontana,,CIRCLE,CA,2000-05-08 22:00:00
Concord,,LIGHT,NH,2000-05-08 22:05:00
Maple Falls,,FORMATION,WA,2000-05-08 23:30:00
LeSueur,,LIGHT,MN,2000-05-08 23:55:00
Las Vegas,RED,FORMATION,NV,2000-06-08 00:30:00
Portland,,OTHER,OR,2000-06-08 18:00:00
Pottsburo,,LIGHT,TX,2000-06-08 20:00:00
Portland,,LIGHT,OR,2000-06-08 21:13:00
Fresno,,LIGHT,CA,2000-06-08 21:30:00
Florence,,LIGHT,OR,2000-06-08 23:00:00
Twin Falls,,FIREBALL,ID,2000-06-08 23:59:00
Arizona,,,AZ,2000-07-08 04:20:00
Molalla,,DISK,OR,2000-07-08 12:45:00
American Falls,BLUE,DISK,IL,2000-07-08 17:00:00
Katy,RED,OVAL,TX,2000-07-08 21:00:00
Malone,,CIRCLE,NY,2000-07-08 22:10:00
Placerville,,,CA,2000-08-08 03:40:00
Hillsboro,,SPHERE,NJ,2000-08-08 17:30:00
Hillsborough,,SPHERE,NJ,2000-08-08 17:30:00
New York City,,VARIOUS,NY,2000-08-08 19:00:00
La Pine,,DISK,OR,2000-08-08 19:35:00
Garden City,,LIGHT,SC,2000-08-08 22:00:00
Canton,,DISK,NY,2000-08-08 22:15:00
Shorewood,,SPHERE,MN,2000-08-08 22:25:00
Arnold,,LIGHT,MO,2000-08-08 23:41:00
Uniondale,,FIREBALL,NY,2000-09-08 00:15:00
Albuquerque,,CIRCLE,NM,2000-09-08 12:48:00
Lawrence,,OTHER,KS,2000-09-08 13:30:00
Culver City,,LIGHT,CA,2000-09-08 21:48:00
Houston County,,SPHERE,TN,2000-09-08 21:50:00
Starkville,GREEN,FIREBALL,MS,2000-09-08 22:00:00
Victorville,,FIREBALL,CA,2000-09-08 23:30:00
Lake Tawakoni,,,TX,2000-09-08 23:50:00
Waltham,,OTHER,MA,2000-10-08 10:15:00
Jacksonville,,LIGHT,FL,2000-10-08 21:30:00
Long Lake,,FORMATION,NY,2000-10-08 21:45:00
Elkton,,VARIOUS,OR,2000-10-08 22:00:00
Indian Lake,,FORMATION,NY,2000-10-08 22:00:00
Redfield,,FORMATION,NY,2000-10-08 22:05:00
Lakewood,,LIGHT,CO,2000-10-08 22:18:00
Maybrook,,OTHER,NY,2000-10-08 22:30:00
West Danville,,LIGHT,VT,2000-10-08 22:30:00
Ft. Worth,,CONE,TX,2000-10-08 23:00:00
Flippin,,CIRCLE,AR,2000-11-08 01:30:00
Wakefield,,OTHER,MA,2000-11-08 02:00:00
Allegan,,FORMATION,MI,2000-11-08 04:30:00
Torrance,,SPHERE,CA,2000-11-08 10:30:00
Arlington,,TRIANGLE,WA,2000-11-08 12:00:00
Lakeland,,CIGAR,FL,2000-11-08 18:45:00
Franklin,,FORMATION,TN,2000-11-08 21:00:00
Fresno,,RECTANGLE,CA,2000-11-08 21:30:00
Portland,,,OR,2000-11-08 21:45:00
Mammoth Cave National Park,,FORMATION,KY,2000-11-08 22:40:00
Covina,RED,LIGHT,CA,2000-11-08 23:00:00
Fort Collins,,OTHER,CO,2000-11-08 23:00:00
Portland,,OTHER,OR,2000-12-08 01:30:00
El Cajon,,CIRCLE,CA,2000-12-08 17:00:00
Chandler,RED,DISK,AZ,2000-12-08 19:57:00
Chandler,,LIGHT,AZ,2000-12-08 20:15:00
Chandler,,OTHER,AZ,2000-12-08 20:15:00
Chandler,,OTHER,AZ,2000-12-08 20:20:00
Wallingford,,TRIANGLE,CT,2000-12-08 20:45:00
Gilbert,,LIGHT,AZ,2000-12-08 21:10:00
Ann Arbor,,OVAL,MI,2000-12-08 22:00:00
Derby,,TRIANGLE,KS,2000-12-08 22:00:00
Los Angeles,,LIGHT,CA,2000-12-08 23:48:00
Bothell,,RECTANGLE,WA,2000-08-13 00:00:00
Dana Point,,LIGHT,CA,2000-08-13 02:15:00
Calistoga,,TRIANGLE,CA,2000-08-13 10:15:00
Los Angeles,,DISK,CA,2000-08-13 11:30:00
Big Horn Mtns,,FIREBALL,WY,2000-08-13 20:00:00
Duncan,,,OK,2000-08-13 21:15:00
Buffalo,,LIGHT,NY,2000-08-13 22:00:00
Corte Madera,,FIREBALL,CA,2000-08-13 22:00:00
Nevada City,RED GREEN BLUE,VARIOUS,CA,2000-08-13 23:30:00
Nevada City,RED GREEN BLUE,SPHERE,CA,2000-08-14 01:30:00
Denver,,TRIANGLE,CO,2000-08-14 04:45:00
St. Petersburg,RED,SPHERE,FL,2000-08-14 18:45:00
Luna,,RECTANGLE,LA,2000-08-14 19:30:00
Smithville,,CIRCLE,TX,2000-08-15 00:40:00
Liberty,,LIGHT,WA,2000-08-15 01:30:00
Ringgold,,TRIANGLE,GA,2000-08-15 01:50:00
West Tisbury,,CIRCLE,MA,2000-08-15 09:00:00
Noxapater,,CONE,MS,2000-08-15 10:15:00
Portland,,SPHERE,OR,2000-08-15 15:05:00
Beaumont,,,TX,2000-08-15 17:00:00
East Petersburg,BLUE,CIRCLE,PA,2000-08-15 18:30:00
Chandler,RED,LIGHT,AZ,2000-08-15 20:00:00
Gilbert,RED,,AZ,2000-08-15 20:00:00
Gilbert,RED,LIGHT,AZ,2000-08-15 20:00:00
Mesa,RED,CIRCLE,AZ,2000-08-15 20:05:00
Phoenix,RED ORANGE,LIGHT,AZ,2000-08-15 20:05:00
Gilbert,RED,LIGHT,AZ,2000-08-15 20:10:00
Chandler,RED,LIGHT,AZ,2000-08-15 20:14:00
Chandler,,CIRCLE,AZ,2000-08-15 20:15:00
Gilbert,RED,LIGHT,AZ,2000-08-15 20:15:00
Tyler,,TRIANGLE,TX,2000-08-15 20:15:00
Chandler,,LIGHT,AZ,2000-08-15 20:20:00
Burke,,CIRCLE,VA,2000-08-15 21:00:00
Little Rock,,DISK,AR,2000-08-15 21:02:00
Gilbert,,LIGHT,AZ,2000-08-15 21:20:00
Grand Prairie,,FIREBALL,TX,2000-08-15 21:30:00
Dallas,,CIGAR,TX,2000-08-15 21:44:00
Newbury Park,,DISK,CA,2000-08-15 22:00:00
Presque Isle,,LIGHT,ME,2000-08-15 22:30:00
Mackinaw,,VARIOUS,MI,2000-08-15 23:00:00
Wapakoneta,BLUE,CONE,OH,2000-08-15 23:00:00
Fort Lauderdale,,LIGHT,FL,2000-08-16 00:00:00
Portland,RED,OTHER,OR,2000-08-16 02:45:00
Sebastopol,,SPHERE,CA,2000-08-16 11:30:00
Salt Lake City,,FIREBALL,UT,2000-08-16 22:42:00
Grantsville,,FIREBALL,UT,2000-08-16 22:50:00
Yorba Linda,,OTHER,CA,2000-08-16 23:10:00
Redding,RED,,CA,2000-08-17 03:00:00
NJ Turnpike,,SPHERE,NJ,2000-08-17 10:24:00
Millis,,CIRCLE,MA,2000-08-17 23:50:00
Yreka,,DIAMOND,CA,2000-08-18 04:08:00
Sun Prairie,,FORMATION,WI,2000-08-18 06:00:00
Prairie   Grove,,CIGAR,AR,2000-08-18 20:00:00
Zortman,,OTHER,MT,2000-08-18 20:00:00
Warrington,,CHEVRON,FL,2000-08-18 20:15:00
Chickamauga,,LIGHT,GA,2000-08-18 20:30:00
Dupo,,DIAMOND,IL,2000-08-18 21:00:00
Gerlach,,,NV,2000-08-18 21:00:00
West Covina,RED,DISK,CA,2000-08-18 22:08:00
Gerlach,,OTHER,NV,2000-08-18 22:51:00
Newcastle,GREEN,FIREBALL,CA,2000-08-18 23:23:00
San Diego,,CIRCLE,CA,2000-08-19 01:27:00
Roslyn,,,WA,2000-08-19 05:10:00
Wildomar,,DISK,CA,2000-08-19 08:30:00
Sedona,,SPHERE,AZ,2000-08-19 16:00:00
West Seneca,,EGG,NY,2000-08-19 18:45:00
Gay Head,RED,CIRCLE,MA,2000-08-19 22:00:00
San Francisco,GREEN,TRIANGLE,CA,2000-08-19 22:15:00
Lake Havasu,,OTHER,AZ,2000-08-19 23:00:00
Santa Fe,,LIGHT,NM,2000-08-20 05:30:00
